7.340908050537109375e-04,-3.710551112067355106e+00,-2.996779765057867806e+00,6.637028041625230301e+00,-1.237299716370195979e+00,-1.267666493674477701e+00,8.049594687446473884e+00
7.679462432861328125e-04,-3.683378909502887488e+00,-3.027510680108241647e+00,6.641611791882618299e+00,-1.225477988938876717e+00,-1.275583720531070053e+00,8.049672193575444723e+00
2.138137817382812500e-03,-3.655968251095230048e+00,-3.057957511114589355e+00,6.646262245190653672e+00,-1.213575767173912467e+00,-1.283416167706869837e+00,8.049751413383308574e+00
3.798961639404296875e-03,-3.628322760732586527e+00,-3.088118526389291407e+00,6.650976849080677766e+00,-1.201594263953963626e+00,-1.291163659608256298e+00,8.049832396611870777e+00
5.464410781860351562e-02,-3.600446056848675802e+00,-3.117992100161382840e+00,6.655753117833927313e+00,-1.189534905713568458e+00,-1.298825989168069572e+00,8.049915736335982785e+00
5.476403236389160156e-02,-3.572341873515007649e+00,-3.147576825430741021e+00,6.660588752676451563e+00,-1.177399051008113595e+00,-1.306403089672019124e+00,8.050001549384354860e+00
5.478310585021972656e-02,-3.544014017526253113e+00,-3.176871506546386836e+00,6.665481572865283866e+00,-1.165186395352098447e+00,-1.313893996964131228e+00,8.050089122376771655e+00
5.479717254638671875e-02,-3.515466471759875144e+00,-3.205875255075571584e+00,6.670429573857903804e+00,-1.152898209558148368e+00,-1.321297563982045453e+00,8.050178566463737084e+00
5.481004714965820312e-02,-3.486703293914839463e+00,-3.234587363588638187e+00,6.675430793143955377e+00,-1.140535614616960292e+00,-1.328613101010231112e+00,8.050270482830612195e+00
5.482316017150878906e-02,-3.457728266856281429e+00,-3.263007023410872343e+00,6.680482884874562544e+00,-1.128099946915316121e+00,-1.335840361051289005e+00,8.050365479147190584e+00
5.483698844909667969e-02,-3.428544872828901635e+00,-3.291133286666554358e+00,6.685583271917861836e+00,-1.115591529756328582e+00,-1.342979186183262286e+00,8.050462837473986610e+00
5.497312545776367188e-02,-3.399156397657999484e+00,-3.318965126970372381e+00,6.690729390403702403e+00,-1.103011716898179451e+00,-1.350029241153333004e+00,8.050562278346909295e+00
5.621409416198730469e-02,-3.369565952076138071e+00,-3.346501481416496393e+00,6.695918653748837990e+00,-1.090361728814719822e+00,-1.356990490134955207e+00,8.050663791951304660e+00
7.090902328491210938e-02,-3.339776566003143987e+00,-3.373741401692411657e+00,6.701148429212921087e+00,-1.077642383984015684e+00,-1.363862760802726726e+00,8.050767361804386013e+00
7.101297378540039062e-02,-3.309791426770988920e+00,-3.400684280989981101e+00,6.706416201493428098e+00,-1.064855148463521584e+00,-1.370645050918719132e+00,8.050873053098294818e+00
7.105517387390136719e-02,-3.279613863466224188e+00,-3.427329790563176992e+00,6.711719503977201740e+00,-1.052001428145248996e+00,-1.377336341341151904e+00,8.050980466144908476e+00
7.108998298645019531e-02,-3.249247307701877752e+00,-3.453677821217928656e+00,6.717055872787645932e+00,-1.039082667862869735e+00,-1.383936211497580615e+00,8.051089297294760527e+00
7.428097724914550781e-02,-3.218695280151357974e+00,-3.479728410178172027e+00,6.722423004219628240e+00,-1.026099267614296151e+00,-1.390444562031911913e+00,8.051198978154028296e+00
7.583594322204589844e-02,-3.187961033584355786e+00,-3.505481406777635645e+00,6.727818448814613106e+00,-1.013052673656771319e+00,-1.396861451424239231e+00,8.051309784748937659e+00
1.232910156250000000e-01,-3.157047626711382726e+00,-3.530936574284339269e+00,6.733239703707568857e+00,-9.999439187977147148e-01,-1.403186680055013014e+00,8.051422084305002613e+00
1.233229637145996094e-01,-3.125958022152315330e+00,-3.556093733988832994e+00,6.738684231827803295e+00,-9.867740726886098379e-01,-1.409419906210281681e+00,8.051535887680206116e+00
1.242930889129638672e-01,-3.094695061252200841e+00,-3.580952818684256300e+00,6.744149368864876593e+00,-9.735438781800642705e-01,-1.415560801056700457e+00,8.051650723991928160e+00
1.243350505828857422e-01,-3.063261559078436225e+00,-3.605514000180753076e+00,6.749632317525670722e+00,-9.602554519351390594e-01,-1.421608646091556905e+00,8.051766640022401944e+00
1.243550777435302734e-01,-3.031660453315365267e+00,-3.629777743896887454e+00,6.755130320577984904e+00,-9.469106266905230607e-01,-1.427562968316774983e+00,8.051883946652425905e+00
1.243741512298583984e-01,-2.999894731561945527e+00,-3.653744681959479657e+00,6.760640628043981692e+00,-9.335109265138873402e-01,-1.433423148245775991e+00,8.052002608999076827e+00
1.243920326232910156e-01,-2.967967477828404643e+00,-3.677415535212761988e+00,6.766160777530065396e+00,-9.200565072206393635e-01,-1.439188495213530317e+00,8.052122255056991307e+00
1.629290580749511719e-01,-2.935881882657469077e+00,-3.700791079116210636e+00,6.771688698857092348e+00,-9.065485941320218233e-01,-1.444858843429239981e+00,8.052242727991250959e+00
1.629660129547119141e-01,-2.903641006113785838e+00,-3.723871996893840297e+00,6.777222397520174191e+00,-8.929884286160210127e-01,-1.450434226573318774e+00,8.052364210327903393e+00
1.629841327667236328e-01,-2.871247682263816436e+00,-3.746658899034516654e+00,6.782759797942972568e+00,-8.793769895490951560e-01,-1.455914567538867610e+00,8.052486856565952422e+00
1.629991531372070312e-01,-2.838704502110712014e+00,-3.769152380614040787e+00,6.788298679230311272e+00,-8.657153652098746877e-01,-1.461299159687814875e+00,8.052610369596255424e+00
1.630129814147949219e-01,-2.806013848790543275e+00,-3.791353053215220203e+00,6.793836682979393693e+00,-8.520056228949963728e-01,-1.466587179149777764e+00,8.052734788938511912e+00
1.630280017852783203e-01,-2.773177926401773519e+00,-3.813261548134817769e+00,6.799371281660783417e+00,-8.382499059899140015e-01,-1.471778253962779281e+00,8.052860266545856405e+00
1.630411148071289062e-01,-2.740198873669249746e+00,-3.834878509587328566e+00,6.804899999625428464e+00,-8.244491301108421988e-01,-1.476872016939815735e+00,8.052987020620564707e+00
1.630551815032958984e-01,-2.707078855733239919e+00,-3.856204567465245425e+00,6.810420632463491053e+00,-8.106046944454768921e-01,-1.481868021488833786e+00,8.053114713288659132e+00
1.720011234283447266e-01,-2.673820182750178631e+00,-3.877240373491094516e+00,6.815931432481836971e+00,-7.967181668651510673e-01,-1.486765757223975637e+00,8.053243055437073750e+00
1.765730381011962891e-01,-2.640425304613178259e+00,-3.897986635424643076e+00,6.821431058333870645e+00,-7.827907628143079277e-01,-1.491564993144807616e+00,8.053372063221043931e+00
1.766071319580078125e-01,-2.606896599085477995e+00,-3.918444025164678379e+00,6.826918326901176393e+00,-7.688230171481802433e-01,-1.496265391045606519e+00,8.053501579152687384e+00
1.766250133514404297e-01,-2.573236267798230781e+00,-3.938613209432066942e+00,6.832391983022079174e+00,-7.548166786819076046e-01,-1.500865968141350759e+00,8.053631697256507849e+00
1.766400337219238281e-01,-2.539446324755339823e+00,-3.958494848407055233e+00,6.837850568418097019e+00,-7.407741187017813367e-01,-1.505365894750770428e+00,8.053762666083834176e+00
1.825599670410156250e-01,-2.505528550281963973e+00,-3.978089560573072170e+00,6.843292329085507220e+00,-7.266973286222487838e-01,-1.509764717905885512e+00,8.053894540521893575e+00
1.825890541076660156e-01,-2.471484536251666864e+00,-3.997397858001261906e+00,6.848715404718758393e+00,-7.125869663520704167e-01,-1.514062203371419724e+00,8.054027174129217315e+00
1.833469867706298828e-01,-2.437315835918009821e+00,-4.016420118538117201e+00,6.854118148113522047e+00,-6.984441363773329359e-01,-1.518258068247215542e+00,8.054160965461010235e+00
1.951119899749755859e-01,-2.403024132558414738e+00,-4.035156696916999408e+00,6.859499294666417057e+00,-6.842705768490481288e-01,-1.522351688175052287e+00,8.054296523803261110e+00
1.968750953674316406e-01,-2.368611252892073082e+00,-4.053608006917057693e+00,6.864857910066964664e+00,-6.700678190358592135e-01,-1.526342648259693568e+00,8.054433933414609115e+00
1.999130249023437500e-01,-2.334079170863968322e+00,-4.071774627732418494e+00,6.870193377921654410e+00,-6.558365665509031661e-01,-1.530230310744942424e+00,8.054572841871388889e+00
2.014601230621337891e-01,-2.299429943510429286e+00,-4.089657320380407413e+00,6.875505275859523202e+00,-6.415786884914445043e-01,-1.534013732262047291e+00,8.054713282449872835e+00
2.014870643615722656e-01,-2.264665569646415300e+00,-4.107256889023382485e+00,6.880793150785743606e+00,-6.272960627492978336e-01,-1.537692285339021581e+00,8.054855642698488083e+00
2.038531303405761719e-01,-2.229787802699469523e+00,-4.124574007184961921e+00,6.886056254372009633e+00,-6.129909098902834863e-01,-1.541265482890619154e+00,8.054999959253295927e+00
2.071940898895263672e-01,-2.194798142842691924e+00,-4.141609084019329146e+00,6.891293662689403021e+00,-5.986639674330631600e-01,-1.544733153287140226e+00,8.055145693915557459e+00
2.512631416320800781e-01,-2.159697889877873145e+00,-4.158362262353843875e+00,6.896504401821470509e+00,-5.843167834666130878e-01,-1.548095219733483630e+00,8.055292883738582432e+00
2.513639926910400391e-01,-2.124488334797717037e+00,-4.174833535475348079e+00,6.901687690625515792e+00,-5.699508617578628034e-01,-1.551351620112017660e+00,8.055441868256478344e+00
2.514040470123291016e-01,-2.089170856928630471e+00,-4.191022876862829705e+00,6.906843009364478370e+00,-5.555671146449333575e-01,-1.554501978316612743e+00,8.055592609872165966e+00
3.252811431884765625e-01,-2.053746987661555501e+00,-4.206930447347737356e+00,6.911970059395876831e+00,-5.411666246385137269e-01,-1.557545913398856952e+00,8.055744740824177796e+00
3.285410404205322266e-01,-2.018218475605190854e+00,-4.222556704504235370e+00,6.917068761650082998e+00,-5.267516499542882480e-01,-1.560482520606981005e+00,8.055897894464479236e+00
3.781659603118896484e-01,-1.982587094979598286e+00,-4.237902201753784404e+00,6.922139036174362658e+00,-5.123243515367416068e-01,-1.563311455430359098e+00,8.056052176845799551e+00
